PMT_ID,First_Name,Last_Name,Email,Valid_Email,Valid_PMT
10950,A,Y,B_Z473tekpartners.com,Valid,Invalid
11797,A,Z,C_X620tekpartners.com,Invalid,Valid
98643,B,X,A_Y754tekpartners.com,Valid,Valid
89616,C,Y,A_Z281tekpartners.com,Invalid,Valid
70781,A,Z,B_X422tekpartners.com,Invalid,Valid
73203,A,X,A_Z942tekpartners.com,Valid,Invalid
25861,B,Y,A_X558tekpartners.com,Valid,Invalid
91789,C,Z,B_Y675tekpartners.com,Invalid,Invalid
19386,A,X,C_Z516tekpartners.com,Invalid,Valid
24297,A,Y,A_X269tekpartners.com,Valid,Invalid
68144,B,Z,A_Y319tekpartners.com,Invalid,Invalid
59028,C,X,B_Z715tekpartners.com,Invalid,Valid
12306,A,Y,C_X579tekpartners.com,Invalid,Invalid
13065,A,Z,A_Y246tekpartners.com,Invalid,Invalid
57818,B,X,B_X83tekpartners.com,Invalid,Valid
12875,C,Y,C_Y898tekpartners.com,Valid,Valid
39471,A,Z,A_Z622tekpartners.com,Valid,Invalid
38207,A,X,A_X852tekpartners.com,Invalid,Invalid
30574,B,Y,B_Y172tekpartners.com,Valid,Invalid
15977,C,Z,C_Z673tekpartners.com,Invalid,Invalid
71525,A,X,A_X612tekpartners.com,Invalid,Invalid
25053,A,Y,A_Y112tekpartners.com,Invalid,Valid
25509,B,Z,B_Z983tekpartners.com,Valid,Valid
49894,C,X,A_Y914tekpartners.com,Valid,Valid
67373,A,Y,A_Z242tekpartners.com,Valid,Invalid
6340,A,Z,B_X616tekpartners.com,Valid,Valid
874,B,X,C_Y971tekpartners.com,Valid,Valid
47621,C,Y,A_Z263tekpartners.com,Valid,Valid
26765,A,Z,A_X760tekpartners.com,Valid,Invalid
23347,A,X,C_Z40tekpartners.com,Valid,Invalid
6730,B,Y,A_X765tekpartners.com,Valid,Invalid
73371,C,Z,A_Y913tekpartners.com,Invalid,Invalid
32884,A,X,B_Z115tekpartners.com,Valid,Invalid
33471,A,Y,C_X18tekpartners.com,Invalid,Valid
8501,B,Z,A_Y379tekpartners.com,Valid,Valid
34290,C,X,A_Z168tekpartners.com,Invalid,Valid
11016,A,Y,B_X934tekpartners.com,Valid,Invalid
55372,A,Z,C_Y350tekpartners.com,Valid,Valid
4798,B,X,A_Z89tekpartners.com,Invalid,Valid
27852,C,Y,A_X259tekpartners.com,Invalid,Invalid
73380,A,Z,B_Y302tekpartners.com,Invalid,Valid
16761,A,X,C_Z286tekpartners.com,Valid,Valid
43239,B,Y,A_X370tekpartners.com,Valid,Valid
93581,C,Z,A_Y621tekpartners.com,Invalid,Invalid
45156,A,X,B_Z229tekpartners.com,Invalid,Invalid
76025,A,Y,C_X201tekpartners.com,Valid,Invalid
74945,B,Z,A_Y718tekpartners.com,Invalid,Invalid
49301,C,X,A_Z58tekpartners.com,Valid,Invalid
23339,A,Y,B_X774tekpartners.com,Valid,Valid
27498,A,Z,C_Y199tekpartners.com,Valid,Invalid
46354,B,X,A_Z758tekpartners.com,Valid,Invalid
23880,C,Y,B_Y306tekpartners.com,Invalid,Valid
39068,A,Z,C_Z611tekpartners.com,Valid,Valid
85362,A,X,A_X210tekpartners.com,Invalid,Invalid
64338,B,Y,A_Y641tekpartners.com,Valid,Invalid
74923,C,Z,B_Z716tekpartners.com,Invalid,Valid
60656,A,X,C_X776tekpartners.com,Valid,Valid
40378,A,Y,A_Y398tekpartners.com,Invalid,Invalid
3903,B,Z,A_Z541tekpartners.com,Valid,Invalid
73729,C,X,B_X161tekpartners.com,Valid,Invalid
75027,A,Y,C_Y650tekpartners.com,Invalid,Invalid
98000,A,Z,A_Z118tekpartners.com,Valid,Invalid
17103,B,X,A_X963tekpartners.com,Invalid,Valid
68050,C,Y,B_Y315tekpartners.com,Valid,Valid
29935,A,Z,C_Z834tekpartners.com,Invalid,Valid
19418,A,X,A_X198tekpartners.com,Invalid,Invalid
26847,B,Y,A_Y108tekpartners.com,Invalid,Valid
82542,C,Z,A_Y407tekpartners.com,Invalid,Valid
80448,A,X,A_Z705tekpartners.com,Invalid,Invalid
51208,A,Y,B_X149tekpartners.com,Invalid,Invalid
56304,B,Z,C_Y708tekpartners.com,Valid,Valid
78546,C,X,A_Z521tekpartners.com,Invalid,Valid
19395,A,Y,B_Y719tekpartners.com,Valid,Valid
77408,A,Z,C_Z475tekpartners.com,Invalid,Valid
54351,B,X,A_X798tekpartners.com,Valid,Invalid
81598,C,Y,B_Z322tekpartners.com,Invalid,Invalid
47392,A,Z,C_X225tekpartners.com,Valid,Valid
3998,A,X,A_Y186tekpartners.com,Invalid,Valid
65225,B,Y,A_Z119tekpartners.com,Invalid,Valid
64943,C,Z,B_X298tekpartners.com,Valid,Invalid
58552,A,X,C_Y368tekpartners.com,Valid,Valid
75362,A,Y,A_Z676tekpartners.com,Valid,Valid
48954,B,Z,B_Y407tekpartners.com,Valid,Invalid
60070,C,X,C_Z850tekpartners.com,Valid,Valid
57705,A,Y,A_X813tekpartners.com,Invalid,Valid
55384,A,Z,A_Y545tekpartners.com,Valid,Valid
17466,B,X,B_Z390tekpartners.com,Invalid,Invalid
88732,C,Y,C_X548tekpartners.com,Invalid,Invalid
24069,A,Z,A_Y9tekpartners.com,Valid,Valid
76924,A,X,A_Z314tekpartners.com,Invalid,Valid
87504,B,Y,B_X532tekpartners.com,Invalid,Invalid
68348,C,Z,C_Y301tekpartners.com,Valid,Invalid
28757,A,X,A_Z752tekpartners.com,Invalid,Invalid
17508,A,Y,A_X667tekpartners.com,Invalid,Invalid
19937,B,Z,B_Y636tekpartners.com,Invalid,Valid
70168,C,X,C_Z401tekpartners.com,Invalid,Invalid
94012,A,Y,A_X246tekpartners.com,Valid,Valid
66885,A,Z,A_Y394tekpartners.com,Invalid,Valid
72304,B,X,B_Z10tekpartners.com,Invalid,Invalid
48500,C,Y,C_X439tekpartners.com,Invalid,Invalid
68337,A,Z,A_Y874tekpartners.com,Invalid,Valid
19547,A,X,A_Z396tekpartners.com,Valid,Valid
26478,B,Y,B_X65tekpartners.com,Invalid,Valid
88938,C,Z,C_Y990tekpartners.com,Valid,Invalid
89536,A,X,A_Z748tekpartners.com,Valid,Valid
4223,A,Y,A_X442tekpartners.com,Valid,Invalid
83507,B,Z,B_Y290tekpartners.com,Invalid,Valid
64365,C,X,C_Z510tekpartners.com,Invalid,Valid
77246,A,Y,A_X21tekpartners.com,Valid,Valid
59953,A,Z,A_Y59tekpartners.com,Invalid,Invalid
3342,B,X,B_Z963tekpartners.com,Valid,Valid
58861,C,Y,C_X400tekpartners.com,Valid,Invalid
86111,A,Z,A_Y827tekpartners.com,Valid,Valid
29866,A,X,B_X222tekpartners.com,Valid,Invalid
9394,B,Y,C_Y929tekpartners.com,Valid,Invalid
30739,C,Z,A_Z668tekpartners.com,Invalid,Valid
2169,A,X,A_X410tekpartners.com,Invalid,Valid
24760,A,Y,B_Y609tekpartners.com,Valid,Valid
63556,B,Z,C_Z683tekpartners.com,Valid,Valid
61914,C,X,A_X927tekpartners.com,Invalid,Invalid
52885,A,Y,A_Y469tekpartners.com,Invalid,Valid
45459,A,Z,B_Z564tekpartners.com,Valid,Valid
44164,B,X,C_X815tekpartners.com,Valid,Invalid
61578,C,Y,A_Y689tekpartners.com,Valid,Valid
8218,A,Z,A_Z246tekpartners.com,Valid,Valid
92442,A,X,B_X225tekpartners.com,Valid,Invalid
72196,B,Y,C_Y719tekpartners.com,Valid,Valid
30273,C,Z,A_Z280tekpartners.com,Valid,Invalid
34081,A,X,A_X12tekpartners.com,Valid,Valid
85041,A,Y,B_Y982tekpartners.com,Invalid,Invalid
85711,B,Z,C_Z35tekpartners.com,Invalid,Invalid
51308,C,X,A_X91tekpartners.com,Valid,Valid
22587,A,Y,A_Y905tekpartners.com,Valid,Valid
36765,A,Z,B_Z666tekpartners.com,Valid,Invalid
21272,B,X,C_X145tekpartners.com,Invalid,Invalid
72949,C,Y,A_Z826tekpartners.com,Valid,Valid
70638,A,Z,B_X310tekpartners.com,Invalid,Valid
14026,A,X,C_Y881tekpartners.com,Invalid,Invalid
42403,B,Y,A_X738tekpartners.com,Valid,Invalid
48197,C,Z,C_Z43tekpartners.com,Valid,Valid
91299,A,X,A_Y692tekpartners.com,Invalid,Invalid
43362,A,Y,B_Z85tekpartners.com,Invalid,Valid
75695,B,Z,C_X455tekpartners.com,Invalid,Valid
38050,C,X,A_Y129tekpartners.com,Valid,Valid
85384,A,Y,A_Z357tekpartners.com,Invalid,Valid
14206,A,Z,B_X851tekpartners.com,Valid,Valid
75249,B,X,C_Y499tekpartners.com,Invalid,Valid
51997,C,Y,A_Z430tekpartners.com,Valid,Invalid
17259,A,Z,A_X567tekpartners.com,Invalid,Invalid
92298,A,X,B_Y285tekpartners.com,Invalid,Valid
645,B,Y,C_Z162tekpartners.com,Invalid,Invalid
48533,C,Z,A_X460tekpartners.com,Invalid,Valid
29314,A,X,B_Z63tekpartners.com,Valid,Invalid
60954,A,Y,C_X908tekpartners.com,Valid,Invalid
18955,B,Z,A_Y365tekpartners.com,Invalid,Invalid
86139,C,X,A_Z876tekpartners.com,Invalid,Invalid
42933,A,Y,B_X398tekpartners.com,Invalid,Invalid
34508,A,Z,C_Y237tekpartners.com,Invalid,Valid
88356,B,X,A_Z305tekpartners.com,Valid,Valid
54289,C,Y,A_X912tekpartners.com,Invalid,Valid
18559,A,Z,B_Y369tekpartners.com,Invalid,Invalid
6042,A,X,C_Z222tekpartners.com,Invalid,Valid
79334,B,Y,A_Y415tekpartners.com,Valid,Invalid
13739,C,Z,B_Z474tekpartners.com,Valid,Valid
16229,A,X,C_X197tekpartners.com,Valid,Valid
38911,A,Y,A_Y635tekpartners.com,Valid,Valid
73874,B,Z,A_Z311tekpartners.com,Valid,Valid
60743,C,X,B_X81tekpartners.com,Valid,Valid
48918,A,Y,C_Y215tekpartners.com,Invalid,Valid
21408,A,Z,A_Z614tekpartners.com,Invalid,Invalid
11919,B,X,B_Y252tekpartners.com,Valid,Invalid
46807,C,Y,C_Z935tekpartners.com,Invalid,Valid
82343,A,Z,A_X222tekpartners.com,Valid,Invalid
25793,A,X,B_Z393tekpartners.com,Valid,Invalid
17154,B,Y,C_X845tekpartners.com,Invalid,Valid
35337,C,Z,A_Y329tekpartners.com,Invalid,Valid
51100,A,X,B_X425tekpartners.com,Invalid,Invalid
54930,A,Y,C_Y155tekpartners.com,Valid,Valid
6348,B,Z,A_Z19tekpartners.com,Invalid,Invalid
99115,C,X,A_X984tekpartners.com,Valid,Valid
15801,A,Y,B_Y318tekpartners.com,Valid,Invalid
77204,A,Z,C_Z721tekpartners.com,Valid,Valid
22863,B,X,A_Y459tekpartners.com,Valid,Valid
39410,C,Y,B_Z773tekpartners.com,Invalid,Valid
83552,A,Z,C_X161tekpartners.com,Invalid,Invalid
39377,A,X,A_Y968tekpartners.com,Valid,Valid
46620,B,Y,A_Z2tekpartners.com,Invalid,Invalid
46097,C,Z,B_X839tekpartners.com,Invalid,Valid
94828,A,X,C_Y113tekpartners.com,Invalid,Invalid
9343,A,Y,A_Z159tekpartners.com,Invalid,Invalid
57287,B,Z,A_X457tekpartners.com,Invalid,Invalid
91896,C,X,B_Y685tekpartners.com,Valid,Invalid
57671,A,Y,C_Z500tekpartners.com,Invalid,Invalid
37482,A,Z,A_X240tekpartners.com,Invalid,Invalid
9900,B,X,A_Y764tekpartners.com,Valid,Invalid
93053,C,Y,B_Z788tekpartners.com,Valid,Valid
14050,A,Z,C_X98tekpartners.com,Invalid,Valid
26187,A,X,A_Y106tekpartners.com,Invalid,Invalid
84653,B,Y,A_Z857tekpartners.com,Invalid,Invalid
55558,C,Z,C_Y221tekpartners.com,Invalid,Valid
55380,A,X,A_X824tekpartners.com,Valid,Invalid
88387,A,Y,B_Y788tekpartners.com,Invalid,Invalid
56586,B,Z,A_X787tekpartners.com,Valid,Invalid
7104,C,X,A_Y937tekpartners.com,Invalid,Valid
17857,A,Y,B_Z508tekpartners.com,Invalid,Valid
53711,A,Z,C_X174tekpartners.com,Invalid,Invalid
76174,B,X,A_Y411tekpartners.com,Valid,Valid
84947,C,Y,A_Z706tekpartners.com,Invalid,Invalid
82676,A,Z,B_X172tekpartners.com,Invalid,Invalid
62281,A,X,C_Y497tekpartners.com,Invalid,Valid
4362,B,Y,A_Z929tekpartners.com,Invalid,Valid
61585,C,Z,A_X495tekpartners.com,Valid,Valid
29718,A,X,B_Y633tekpartners.com,Invalid,Invalid
30383,A,Y,C_Z747tekpartners.com,Invalid,Valid
36296,B,Z,A_Y168tekpartners.com,Valid,Valid
11464,C,X,B_Z703tekpartners.com,Valid,Valid
41250,A,Y,C_X631tekpartners.com,Invalid,Invalid
56314,A,Z,A_Y377tekpartners.com,Valid,Invalid
66718,B,X,A_Z108tekpartners.com,Valid,Invalid
19969,C,Y,B_X363tekpartners.com,Invalid,Invalid
97083,A,Z,C_Y878tekpartners.com,Invalid,Invalid
70627,A,X,A_Z239tekpartners.com,Valid,Valid
64389,B,Y,A_X604tekpartners.com,Invalid,Invalid
23597,C,Z,B_Y194tekpartners.com,Valid,Valid
39938,A,X,A_Y814tekpartners.com,Invalid,Invalid
69859,A,Y,B_Z541tekpartners.com,Valid,Invalid
51882,B,Z,C_X897tekpartners.com,Valid,Invalid
26522,C,X,A_Y206tekpartners.com,Invalid,Valid
1685,A,Y,B_X339tekpartners.com,Invalid,Invalid
50013,A,Z,C_Y107tekpartners.com,Invalid,Invalid
8368,B,X,A_Z932tekpartners.com,Invalid,Invalid
99198,C,Y,A_X949tekpartners.com,Invalid,Valid
43222,A,Z,B_Y234tekpartners.com,Valid,Valid
776,A,X,C_Z992tekpartners.com,Invalid,Invalid
9802,B,Y,A_X304tekpartners.com,Invalid,Invalid
49997,C,Z,A_Y232tekpartners.com,Valid,Valid
60722,A,X,B_Z87tekpartners.com,Invalid,Invalid
45951,A,Y,C_X392tekpartners.com,Invalid,Invalid
89780,B,Z,A_Z767tekpartners.com,Invalid,Invalid
304,C,X,B_X896tekpartners.com,Invalid,Invalid
28542,A,Y,C_Y986tekpartners.com,Invalid,Valid
47086,A,Z,A_Z930tekpartners.com,Valid,Valid
7067,B,X,A_X608tekpartners.com,Valid,Invalid
3219,C,Y,B_Y842tekpartners.com,Valid,Invalid
94913,A,Z,C_Z239tekpartners.com,Invalid,Valid
1285,A,X,A_X625tekpartners.com,Invalid,Invalid
24109,B,Y,A_Y260tekpartners.com,Valid,Invalid
78035,C,Z,B_Z945tekpartners.com,Valid,Valid
88373,A,X,C_X922tekpartners.com,Valid,Valid
3663,A,Y,A_Y386tekpartners.com,Invalid,Valid
71872,B,Z,A_Z723tekpartners.com,Valid,Valid
88843,C,X,B_X381tekpartners.com,Invalid,Invalid
54804,A,Y,C_Y151tekpartners.com,Valid,Valid
6748,A,Z,A_Z419tekpartners.com,Invalid,Invalid
81383,B,X,B_Y506tekpartners.com,Invalid,Valid
14598,C,Y,C_Z788tekpartners.com,Invalid,Valid
90551,A,Z,A_X18tekpartners.com,Invalid,Invalid
77926,A,X,A_Y701tekpartners.com,Invalid,Invalid
16273,B,Y,B_Z69tekpartners.com,Valid,Invalid
75766,C,Z,C_X986tekpartners.com,Invalid,Valid
76578,A,X,A_Y790tekpartners.com,Valid,Valid
30732,A,Y,A_Z160tekpartners.com,Invalid,Invalid
33875,B,Z,B_X348tekpartners.com,Invalid,Invalid
52667,C,X,C_Y234tekpartners.com,Valid,Invalid
73555,A,Y,A_Z99tekpartners.com,Invalid,Invalid
90383,A,Z,A_X28tekpartners.com,Valid,Valid
98312,B,X,B_Y965tekpartners.com,Valid,Invalid
47406,C,Y,C_Z440tekpartners.com,Invalid,Invalid
98264,A,Z,A_X843tekpartners.com,Valid,Valid
48663,A,X,A_Y990tekpartners.com,Invalid,Invalid
43072,B,Y,B_Z228tekpartners.com,Valid,Valid
35255,C,Z,C_X85tekpartners.com,Invalid,Valid
38628,A,X,A_Y702tekpartners.com,Invalid,Invalid
10506,A,Y,A_Z915tekpartners.com,Invalid,Invalid
94754,B,Z,B_X534tekpartners.com,Valid,Invalid
43632,C,X,C_Y757tekpartners.com,Invalid,Invalid
79526,A,Y,A_Z95tekpartners.com,Invalid,Invalid
17300,A,Z,A_X743tekpartners.com,Valid,Valid
7137,B,X,B_Y453tekpartners.com,Invalid,Valid
12312,C,Y,C_Z231tekpartners.com,Invalid,Invalid
13723,A,Z,A_X445tekpartners.com,Valid,Valid
13995,A,X,A_Y667tekpartners.com,Valid,Valid
24868,B,Y,C_X763tekpartners.com,Valid,Valid
91532,C,Z,A_Y997tekpartners.com,Invalid,Valid
32486,A,X,A_Z86tekpartners.com,Valid,Invalid
14958,A,Y,B_X116tekpartners.com,Invalid,Invalid
5108,B,Z,C_Y767tekpartners.com,Invalid,Invalid
65157,C,X,A_Z268tekpartners.com,Invalid,Valid
90361,A,Y,A_X397tekpartners.com,Invalid,Invalid
12268,A,Z,B_Y399tekpartners.com,Invalid,Valid
67133,B,X,C_Z532tekpartners.com,Valid,Valid
15520,C,Y,A_X701tekpartners.com,Valid,Valid
43299,A,Z,A_Y485tekpartners.com,Valid,Invalid
74162,A,X,B_Z148tekpartners.com,Valid,Valid
55950,B,Y,A_Y877tekpartners.com,Invalid,Valid
12036,C,Z,B_X313tekpartners.com,Invalid,Valid
38912,A,X,C_Y668tekpartners.com,Invalid,Valid
50667,A,Y,B_Y360tekpartners.com,Invalid,Valid
3324,B,Z,C_Z45tekpartners.com,Invalid,Valid
48154,C,X,A_X424tekpartners.com,Valid,Valid
65443,A,Y,B_Z479tekpartners.com,Invalid,Invalid
39948,A,Z,C_X268tekpartners.com,Invalid,Invalid
7382,B,X,A_Y371tekpartners.com,Invalid,Valid
65120,C,Y,A_Z875tekpartners.com,Invalid,Valid
91867,A,Z,B_X131tekpartners.com,Invalid,Valid
55053,A,X,C_Y748tekpartners.com,Invalid,Valid
69906,B,Y,A_Z238tekpartners.com,Invalid,Invalid
2184,C,Z,B_Y956tekpartners.com,Valid,Valid
74418,A,X,C_Z102tekpartners.com,Valid,Valid
10892,A,Y,A_X543tekpartners.com,Valid,Valid
94681,B,Z,A_Y358tekpartners.com,Invalid,Invalid
82075,C,X,B_Z883tekpartners.com,Valid,Invalid
572,A,Y,C_X682tekpartners.com,Valid,Invalid
86234,A,Z,A_Y29tekpartners.com,Invalid,Invalid
28366,B,X,A_Z982tekpartners.com,Invalid,Invalid
2535,C,Y,B_X654tekpartners.com,Valid,Invalid
10815,A,Z,C_Y320tekpartners.com,Valid,Valid
28013,A,X,A_Z307tekpartners.com,Valid,Invalid
23058,B,Y,A_X122tekpartners.com,Valid,Valid
58355,C,Z,B_Y877tekpartners.com,Invalid,Valid
98940,A,X,C_Z527tekpartners.com,Valid,Invalid
40474,A,Y,A_X248tekpartners.com,Valid,Valid
69096,B,Z,A_Y882tekpartners.com,Invalid,Invalid
19381,C,X,B_Z644tekpartners.com,Invalid,Valid
26711,A,Y,C_X989tekpartners.com,Valid,Invalid
99996,A,Z,A_Y318tekpartners.com,Invalid,Invalid
27497,B,X,A_Z7tekpartners.com,Valid,Invalid
1397,C,Y,B_X459tekpartners.com,Invalid,Invalid
28570,A,Z,C_Y722tekpartners.com,Valid,Valid
78329,A,X,A_Z366tekpartners.com,Invalid,Valid
4929,B,Y,A_X294tekpartners.com,Valid,Invalid
23143,C,Z,B_Y677tekpartners.com,Invalid,Invalid
43585,A,X,C_Z200tekpartners.com,Valid,Invalid
92289,A,Y,A_Y945tekpartners.com,Invalid,Valid
38790,B,Z,B_Z13tekpartners.com,Valid,Valid
77781,C,X,C_X194tekpartners.com,Valid,Valid
95218,A,Y,A_Y747tekpartners.com,Valid,Invalid
66565,A,Z,A_Z385tekpartners.com,Invalid,Invalid
58329,B,X,B_X652tekpartners.com,Valid,Valid
33332,C,Y,C_Y379tekpartners.com,Invalid,Invalid
25530,A,Z,A_Z610tekpartners.com,Valid,Valid
96762,A,X,A_X383tekpartners.com,Invalid,Valid
25313,B,Y,B_Y76tekpartners.com,Valid,Valid
86705,C,Z,C_Z66tekpartners.com,Invalid,Valid
57798,A,X,A_X600tekpartners.com,Invalid,Invalid
9796,A,Y,B_Z286tekpartners.com,Invalid,Invalid
38897,B,Z,C_X379tekpartners.com,Invalid,Invalid
4227,C,X,A_Y378tekpartners.com,Valid,Valid
42828,A,Y,B_X690tekpartners.com,Invalid,Invalid
59150,A,Z,C_Y516tekpartners.com,Valid,Valid
99082,B,X,A_Z643tekpartners.com,Valid,Invalid
6706,C,Y,A_X235tekpartners.com,Valid,Valid
4719,A,Z,B_Y492tekpartners.com,Valid,Valid
18901,A,X,C_Z952tekpartners.com,Invalid,Invalid
82504,B,Y,A_X462tekpartners.com,Valid,Valid
85217,C,Z,A_Y312tekpartners.com,Valid,Invalid
91129,A,X,B_Z835tekpartners.com,Valid,Invalid
72299,A,Y,C_X1000tekpartners.com,Valid,Invalid
7315,B,Z,A_Y644tekpartners.com,Valid,Invalid
75892,C,X,A_Z880tekpartners.com,Valid,Valid
13424,A,Y,B_X559tekpartners.com,Valid,Valid
2254,A,Z,C_Y57tekpartners.com,Valid,Valid
1158,B,X,A_X538tekpartners.com,Invalid,Invalid
68214,C,Y,B_Y254tekpartners.com,Valid,Invalid
46364,A,Z,C_Z735tekpartners.com,Valid,Valid
56051,A,X,A_X381tekpartners.com,Invalid,Valid
87153,B,Y,A_Y148tekpartners.com,Valid,Invalid
80493,C,Z,B_Z656tekpartners.com,Valid,Valid
86059,A,X,C_X460tekpartners.com,Valid,Invalid
49469,A,Y,A_Y178tekpartners.com,Invalid,Valid
29478,B,Z,B_X838tekpartners.com,Invalid,Valid
1796,C,X,C_Y795tekpartners.com,Invalid,Valid
42907,A,Y,A_Z686tekpartners.com,Valid,Invalid
60443,A,Z,A_X523tekpartners.com,Valid,Invalid
85018,B,X,B_Y277tekpartners.com,Invalid,Invalid
52389,C,Y,C_Z232tekpartners.com,Valid,Valid
81579,A,Z,A_X652tekpartners.com,Valid,Invalid
30269,A,X,A_Y603tekpartners.com,Valid,Valid
80455,B,Y,B_Z772tekpartners.com,Invalid,Invalid
97440,C,Z,C_X564tekpartners.com,Invalid,Invalid
66610,A,X,A_Y243tekpartners.com,Valid,Invalid
15565,A,Y,B_X127tekpartners.com,Invalid,Valid
10647,B,Z,C_Y664tekpartners.com,Valid,Invalid
52044,C,X,A_Z104tekpartners.com,Valid,Valid
57333,A,Y,A_X332tekpartners.com,Invalid,Invalid
40291,A,Z,B_Y924tekpartners.com,Invalid,Valid
90283,B,X,C_Z506tekpartners.com,Invalid,Invalid
73608,C,Y,A_X468tekpartners.com,Invalid,Invalid
93444,A,Z,A_Y191tekpartners.com,Valid,Invalid
73560,A,X,B_Z698tekpartners.com,Invalid,Valid
42467,B,Y,A_Y40tekpartners.com,Valid,Invalid
17755,C,Z,A_Z762tekpartners.com,Invalid,Valid
95343,A,X,A_X387tekpartners.com,Invalid,Valid
39624,A,Y,B_Y389tekpartners.com,Valid,Valid
39792,B,Z,C_Z583tekpartners.com,Valid,Valid
86710,C,X,A_X864tekpartners.com,Invalid,Invalid
79457,A,Y,A_Y942tekpartners.com,Invalid,Valid
37960,A,Z,C_X94tekpartners.com,Invalid,Valid
40394,B,X,A_Y547tekpartners.com,Invalid,Valid
70358,C,Y,A_Z375tekpartners.com,Valid,Invalid
89820,A,Z,C_Y533tekpartners.com,Valid,Valid
8583,A,X,A_Z414tekpartners.com,Invalid,Valid
75253,B,Y,A_X441tekpartners.com,Invalid,Invalid
41900,C,Z,B_Y71tekpartners.com,Valid,Valid
12247,A,X,C_Z592tekpartners.com,Invalid,Invalid
40944,A,Y,A_X268tekpartners.com,Invalid,Invalid
43208,B,Z,A_Y830tekpartners.com,Invalid,Valid
63636,C,X,B_Z416tekpartners.com,Valid,Valid
49198,A,Y,C_X464tekpartners.com,Valid,Invalid
73697,A,Z,A_Y72tekpartners.com,Valid,Invalid
88242,B,X,A_Z992tekpartners.com,Invalid,Valid
52080,C,Y,B_X828tekpartners.com,Invalid,Invalid
11233,A,Z,C_Y133tekpartners.com,Invalid,Valid
50138,A,X,A_Z231tekpartners.com,Valid,Valid
46132,B,Y,B_Y985tekpartners.com,Valid,Invalid
63888,C,Z,C_Z366tekpartners.com,Valid,Invalid
4381,A,X,A_X74tekpartners.com,Invalid,Valid
20082,A,Y,B_Z42tekpartners.com,Valid,Valid
81300,B,Z,C_X150tekpartners.com,Valid,Valid
718,C,X,A_Y252tekpartners.com,Valid,Invalid
67172,A,Y,A_Z347tekpartners.com,Invalid,Valid
77414,A,Z,B_X167tekpartners.com,Valid,Valid
56585,B,X,C_Y982tekpartners.com,Invalid,Valid
86285,C,Y,A_Z152tekpartners.com,Valid,Invalid
60478,A,Z,A_X224tekpartners.com,Invalid,Invalid
27125,A,X,B_Y670tekpartners.com,Invalid,Valid
16418,B,Y,C_Z331tekpartners.com,Valid,Valid
77601,C,Z,A_X782tekpartners.com,Valid,Invalid
42101,A,X,A_Y932tekpartners.com,Invalid,Valid
1894,A,Y,B_Z560tekpartners.com,Valid,Valid
8290,B,Z,C_X412tekpartners.com,Valid,Valid
30477,C,X,A_Y555tekpartners.com,Valid,Invalid
15843,A,Y,A_Z435tekpartners.com,Invalid,Valid
89819,A,Z,B_X359tekpartners.com,Invalid,Invalid
93320,B,X,C_Y227tekpartners.com,Invalid,Valid
37915,C,Y,A_Z630tekpartners.com,Valid,Invalid
64054,A,Z,B_Y416tekpartners.com,Valid,Valid
47112,A,X,C_Z257tekpartners.com,Invalid,Invalid
13605,B,Y,A_X191tekpartners.com,Invalid,Valid
3737,C,Z,A_Y452tekpartners.com,Valid,Valid
65317,A,X,B_Z682tekpartners.com,Invalid,Valid
32063,A,Y,A_X661tekpartners.com,Valid,Valid
38997,B,Z,C_Z538tekpartners.com,Valid,Valid
77643,C,X,A_Y989tekpartners.com,Valid,Valid
95160,A,Y,B_Z697tekpartners.com,Invalid,Invalid
82069,A,Z,C_X394tekpartners.com,Valid,Valid
27841,A,X,A_Y205tekpartners.com,Valid,Invalid
12383,B,Y,A_Z433tekpartners.com,Invalid,Valid
57744,C,Z,B_X205tekpartners.com,Valid,Invalid
91415,A,X,C_Y270tekpartners.com,Valid,Valid
31384,A,Y,A_Z459tekpartners.com,Valid,Valid
8306,B,Z,A_X835tekpartners.com,Invalid,Invalid
21624,C,X,B_Y6tekpartners.com,Invalid,Invalid
39291,A,Y,C_Z443tekpartners.com,Valid,Invalid
57396,A,Z,A_X192tekpartners.com,Invalid,Invalid
55326,B,X,A_Y970tekpartners.com,Invalid,Invalid
31954,C,Y,B_Z435tekpartners.com,Invalid,Valid
